,ASIAN,BLACK,HISPANIC,WHITE
2009,1.365,0.58,1.042,1.023
2010,1.215,0.509,0.854,1.024
2011,0.694,0.444,0.781,1.01
2012,0.316,0.551,0.469,1.035
2013,0.377,0.617,0.629,1.037
2014,0.412,0.596,0.771,1.026
2015,0.373,0.557,0.788,1.042
2016,0.355,0.663,0.875,1.029
2017,0.408,0.55,0.672,1.049
2018,0.428,0.606,0.626,1.059
