,ASIAN,BLACK,HISPANIC,WHITE
2009,0.33,0.417,0.997,1.126
2010,0.276,0.406,1.142,1.124
2011,0.212,0.508,2.024,1.091
2012,0.284,0.448,0.89,1.133
2013,0.337,0.382,0.836,1.156
2014,0.353,0.381,0.851,1.169
2015,0.335,0.368,0.951,1.164
2016,0.332,0.528,0.909,1.131
2017,0.359,0.435,1.066,1.158
2018,0.382,0.359,0.834,1.189
