,ASIAN,BLACK,HISPANIC,WHITE
2009,0.308,0.0,1.299,1.025
2010,0.32,0.0,0.44,1.037
2011,0.413,0.373,0.918,1.027
2012,0.234,0.811,0.389,1.034
2013,0.252,0.677,1.454,1.023
2014,0.108,0.597,0.76,1.037
2015,0.281,0.511,0.404,1.04
2016,0.342,0.693,0.561,1.044
2017,0.28,0.403,0.621,1.047
2018,0.295,0.662,0.42,1.071
