,ASIAN,BLACK,HISPANIC,WHITE
2009,0.391,0.58,0.724,1.16
2010,0.39,0.505,0.718,1.158
2011,0.448,0.516,0.665,1.186
2012,0.429,0.685,0.692,1.189
2013,0.475,0.75,0.709,1.189
2014,0.441,0.773,0.73,1.186
2015,0.423,0.653,0.693,1.225
2016,0.503,0.647,0.712,1.22
2017,0.444,0.665,0.671,1.262
2018,0.433,0.523,0.654,1.3
