,ASIAN,BLACK,HISPANIC,WHITE
2009,0.301,0.297,0.556,1.141
2010,0.307,0.332,0.629,1.141
2011,0.321,0.35,0.588,1.145
2012,0.315,0.356,0.556,1.152
2013,0.332,0.387,0.595,1.148
2014,0.338,0.41,0.632,1.15
2015,0.35,0.391,0.576,1.156
2016,0.419,0.387,1.49,1.111
2017,0.401,0.361,0.52,1.172
2018,0.423,0.365,0.574,1.173
