,ASIAN,BLACK,HISPANIC,WHITE
2009,0.25,0.325,0.426,1.211
2010,0.282,0.376,0.661,1.181
2011,0.31,0.355,0.4,1.2
2012,0.306,0.327,0.353,1.21
2013,0.307,0.36,0.375,1.215
2014,0.366,0.335,0.345,1.226
2015,0.309,0.283,0.405,1.248
2016,0.32,0.291,0.337,1.259
2017,0.358,0.31,0.382,1.255
2018,0.383,0.304,0.326,1.267
