,ASIAN,BLACK,HISPANIC,WHITE
2009,0.374,0.256,0.619,1.077
2010,0.366,0.22,0.668,1.082
2011,0.301,0.247,0.502,1.095
2012,0.341,0.415,0.968,1.073
2013,0.319,0.4,0.895,1.088
2014,0.383,0.326,0.42,1.123
2015,0.302,0.38,0.56,1.122
2016,0.358,0.306,0.615,1.119
2017,0.315,0.24,0.611,1.131
2018,0.431,0.295,0.578,1.15
