,ASIAN,BLACK,HISPANIC,WHITE
2009,0.392,0.35,0.923,1.107
2010,0.436,0.338,1.635,1.101
2011,0.439,0.326,0.902,1.117
2012,0.454,0.312,0.811,1.118
2013,0.548,0.358,1.011,1.105
2014,0.528,0.388,1.063,1.103
2015,0.542,0.32,0.964,1.119
2016,0.542,0.334,0.933,1.12
2017,0.514,0.32,0.898,1.135
2018,0.478,0.337,0.798,1.146
