,ASIAN,BLACK,HISPANIC,WHITE
2009,0.295,0.439,0.582,1.159
2010,0.301,0.541,0.649,1.15
2011,0.31,0.441,0.618,1.166
2012,0.309,0.437,0.59,1.177
2013,0.331,0.427,0.581,1.181
2014,0.354,0.418,0.558,1.191
2015,0.362,0.382,0.543,1.205
2016,0.39,0.407,0.579,1.207
2017,0.442,0.402,0.521,1.234
2018,0.409,0.392,0.635,1.227
