Racial/Ethnic_Group,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
ASIAN,0.295,0.301,0.31,0.309,0.331,0.354,0.362,0.39,0.442,0.409
BLACK,0.439,0.541,0.441,0.437,0.427,0.418,0.382,0.407,0.402,0.392
HISPANIC,0.582,0.649,0.618,0.59,0.581,0.558,0.543,0.579,0.521,0.635
WHITE,1.159,1.15,1.166,1.177,1.181,1.191,1.205,1.207,1.234,1.227
