,ASIAN,BLACK,HISPANIC,WHITE
2009,0.395,0.26,0.906,1.149
2010,0.388,0.277,0.82,1.162
2011,0.347,0.331,0.891,1.154
2012,0.377,0.34,0.918,1.156
2013,0.374,0.279,0.875,1.174
2014,0.401,0.26,0.8,1.204
2015,0.392,0.317,0.809,1.211
2016,0.321,0.305,0.817,1.236
2017,0.368,0.274,0.781,1.274
2018,0.453,0.325,0.791,1.25
