,ASIAN,BLACK,HISPANIC,WHITE
2009,0.423,0.617,0.875,1.085
2010,0.454,0.561,0.758,1.085
2011,0.435,0.595,0.77,1.086
2012,0.422,0.546,1.343,1.083
2013,0.414,0.476,0.792,1.111
2014,0.431,0.513,0.759,1.108
2015,0.443,0.598,0.688,1.108
2016,0.436,0.519,0.72,1.122
2017,0.456,0.484,0.717,1.127
2018,0.509,0.641,0.801,1.107
