,ASIAN,BLACK,HISPANIC,WHITE
2009,0.27,0.426,0.726,1.069
2010,0.245,0.397,0.833,1.072
2011,0.253,0.356,0.822,1.077
2012,0.285,0.302,0.822,1.079
2013,0.275,0.315,0.899,1.081
2014,0.291,0.299,0.686,1.086
2015,0.304,0.318,0.724,1.092
2016,0.308,0.288,0.705,1.1
2017,0.313,0.755,0.722,1.081
2018,0.279,0.317,0.639,1.115
