,ASIAN,BLACK,HISPANIC,WHITE
2009,0.394,0.211,0.813,1.045
2010,0.333,0.24,0.777,1.045
2011,0.361,0.251,0.708,1.049
2012,0.448,0.314,0.763,1.046
2013,0.347,0.289,0.732,1.053
2014,0.346,0.284,0.806,1.057
2015,0.321,0.264,0.956,1.06
2016,0.281,0.328,0.493,1.077
2017,0.32,0.307,0.563,1.078
2018,0.321,0.263,0.546,1.088
