,ASIAN,BLACK,HISPANIC,WHITE
2009,0.265,0.756,0.656,1.108
2010,0.274,0.634,0.643,1.109
2011,0.356,0.664,0.842,1.097
2012,0.305,0.69,0.625,1.117
2013,0.327,0.688,0.664,1.115
2014,0.312,0.703,0.605,1.125
2015,0.284,0.77,0.699,1.13
2016,0.295,0.688,0.578,1.145
2017,0.307,0.771,0.664,1.143
2018,0.359,0.793,0.602,1.178
