,ASIAN,BLACK,HISPANIC,WHITE
2009,0.3,0.534,0.805,1.162
2010,0.291,0.582,0.761,1.174
2011,0.296,0.601,0.999,1.163
2012,0.291,0.644,1.089,1.174
2013,0.325,0.593,0.812,1.188
2014,0.309,0.586,0.677,1.209
2015,0.318,0.527,0.639,1.226
2016,0.326,0.556,0.662,1.241
2017,0.336,0.541,0.639,1.271
2018,0.325,0.651,0.659,1.287
