Racial/Ethnic_Group,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
ASIAN,0.31,0.231,0.299,0.353,0.298,0.368,0.419,0.529,0.596,0.981
BLACK,0.429,0.425,0.444,0.556,0.527,0.541,0.483,0.443,0.467,0.452
HISPANIC,1.074,1.669,1.538,1.295,0.793,0.981,1.057,0.78,1.048,0.879
WHITE,1.16,1.159,1.151,1.127,1.141,1.15,1.169,1.186,1.179,1.172
