,ASIAN,BLACK,HISPANIC,WHITE
2009,0.443,0.389,0.473,1.242
2010,0.384,0.474,0.539,1.237
2011,0.419,0.446,0.53,1.238
2012,0.448,0.457,0.591,1.222
2013,0.488,0.452,0.625,1.211
2014,0.509,0.4,0.582,1.224
2015,0.504,0.402,0.554,1.239
2016,0.643,0.401,0.545,1.205
2017,0.61,0.413,0.579,1.224
2018,0.654,0.424,0.529,1.224
