,ASIAN,BLACK,HISPANIC,WHITE
2009,0.337,0.553,0.45,1.056
2010,0.345,0.362,0.567,1.056
2011,0.439,0.69,0.531,1.053
2012,0.437,0.481,0.527,1.055
2013,0.43,0.415,0.477,1.062
2014,0.372,0.286,0.542,1.072
2015,0.395,0.226,0.527,1.079
2016,0.384,0.329,0.705,1.067
2017,0.354,0.487,0.464,1.087
2018,0.389,0.401,0.591,1.087
