,ASIAN,BLACK,HISPANIC,WHITE
2009,0.331,0.389,0.815,1.099
2010,0.316,0.403,0.835,1.099
2011,0.323,0.397,0.815,1.102
2012,0.316,0.373,0.794,1.106
2013,0.328,0.385,0.817,1.108
2014,0.377,0.38,0.821,1.105
2015,0.349,0.358,0.81,1.114
2016,0.489,0.378,0.795,1.106
2017,0.384,0.417,0.772,1.117
2018,0.433,0.398,0.788,1.142
