,ASIAN,BLACK,HISPANIC,WHITE
2009,0.32,0.786,1.044,1.036
2010,0.307,0.927,0.717,1.042
2011,0.308,0.647,1.743,1.034
2012,0.318,0.774,0.743,1.047
2013,0.364,0.547,0.894,1.049
2014,0.402,0.408,0.926,1.047
2015,0.323,0.509,0.796,1.055
2016,0.364,0.355,0.923,1.053
2017,0.337,0.424,0.729,1.062
2018,0.344,0.579,0.721,1.058
