,ASIAN,BLACK,HISPANIC,WHITE
2009,0.329,0.428,0.339,1.279
2010,0.341,0.283,0.39,1.281
2011,0.327,0.323,0.448,1.259
2012,0.339,0.334,0.513,1.265
2013,0.346,0.353,0.481,1.273
2014,0.362,0.396,0.489,1.268
2015,0.412,0.38,0.457,1.255
2016,1.666,0.295,0.335,0.955
2017,0.447,0.374,0.418,1.262
2018,0.546,0.386,0.408,1.229
