,ASIAN,BLACK,HISPANIC,WHITE
2009,0.825,0.0,0.873,1.009
2010,0.987,0.0,2.241,0.999
2011,0.706,0.0,1.358,1.007
2012,0.765,0.744,0.882,1.012
2013,0.685,1.001,0.415,1.023
2014,0.722,0.0,3.195,0.985
2015,0.63,0.0,0.855,1.015
2016,0.605,0.0,0.382,1.022
2017,0.603,0.0,0.635,1.023
2018,0.392,0.654,0.617,1.029
