,ASIAN,BLACK,HISPANIC,WHITE
2009,0.326,0.444,0.855,1.249
2010,0.334,0.437,0.814,1.252
2011,0.383,0.401,0.781,1.256
2012,0.363,0.433,0.792,1.252
2013,0.396,0.398,0.777,1.265
2014,0.426,0.419,0.794,1.263
2015,0.466,0.46,0.787,1.249
2016,0.499,0.437,0.753,1.254
2017,0.491,0.446,0.827,1.257
2018,0.561,0.451,0.74,1.255
