,ASIAN,BLACK,HISPANIC,WHITE
2009,0.162,0.42,0.719,1.354
2010,0.164,0.4,0.675,1.381
2011,0.155,0.421,0.681,1.38
2012,0.198,0.436,0.756,1.367
2013,0.228,0.504,0.663,1.376
2014,0.249,0.471,0.619,1.407
2015,0.237,0.493,0.785,1.357
2016,0.24,0.447,0.866,1.377
2017,0.252,0.482,0.608,1.464
2018,0.291,0.472,0.599,1.483
