,ASIAN,BLACK,HISPANIC,WHITE
2009,0.396,0.516,0.827,1.195
2010,0.326,0.513,0.91,1.204
2011,0.362,0.515,0.904,1.19
2012,0.364,0.516,1.007,1.204
2013,0.38,0.541,0.824,1.224
2014,0.373,0.622,0.86,1.236
2015,0.379,0.544,0.785,1.266
2016,0.37,0.543,0.848,1.275
2017,0.387,0.611,0.817,1.286
2018,0.37,0.558,0.949,1.289
