,ASIAN,BLACK,HISPANIC,WHITE
2009,0.183,0.433,0.699,1.031
2010,0.192,0.346,1.149,1.029
2011,0.25,0.52,2.144,1.016
2012,0.27,0.592,1.531,1.02
2013,0.299,0.501,1.559,1.02
2014,0.327,0.588,1.635,1.02
2015,0.387,0.629,0.698,1.027
2016,0.232,0.687,0.924,1.029
2017,0.288,0.621,1.388,1.028
2018,0.37,0.543,0.648,1.039
