,ASIAN,BLACK,HISPANIC,WHITE
2009,0.286,0.266,0.511,1.33
2010,0.33,0.213,0.455,1.342
2011,0.338,0.213,0.472,1.358
2012,0.307,0.229,0.46,1.378
2013,0.325,0.224,0.464,1.396
2014,0.295,0.183,0.495,1.43
2015,0.27,0.243,0.509,1.463
2016,0.282,0.261,0.498,1.494
2017,0.312,0.294,0.518,1.503
2018,0.31,0.254,0.512,1.541
