,ASIAN,BLACK,HISPANIC,WHITE
2009,0.41,0.539,0.595,1.08
2010,0.408,0.526,0.64,1.079
2011,0.435,0.498,0.611,1.083
2012,0.403,0.448,0.613,1.091
2013,0.431,0.463,0.608,1.09
2014,0.426,0.468,0.587,1.097
2015,0.504,0.423,0.57,1.097
2016,0.573,0.434,0.842,1.076
2017,0.444,0.441,0.616,1.104
2018,0.431,0.388,0.684,1.112
