,ASIAN,BLACK,HISPANIC,WHITE
2009,0.245,0.32,0.702,1.049
2010,0.244,0.267,0.703,1.051
2011,0.21,0.0,0.737,1.061
2012,0.189,0.254,0.834,1.055
2013,0.293,0.536,0.98,1.038
2014,0.291,0.253,0.926,1.043
2015,0.269,0.268,1.061,1.046
2016,0.27,0.738,0.897,1.05
2017,0.229,0.549,0.856,1.061
2018,0.232,0.689,0.71,1.072
