,ASIAN,BLACK,HISPANIC,WHITE
2009,0.433,0.399,0.469,1.433
2010,0.41,0.445,0.453,1.439
2011,0.4,0.4,0.72,1.396
2012,0.438,0.426,0.441,1.447
2013,0.432,0.449,0.439,1.46
2014,0.489,0.453,0.464,1.436
2015,0.491,0.441,0.452,1.462
2016,0.546,0.409,0.448,1.452
2017,0.489,0.446,0.436,1.511
2018,0.519,0.42,0.455,1.522
