,ASIAN,BLACK,HISPANIC,WHITE
2009,0.433,0.388,0.591,1.123
2010,0.453,0.377,0.548,1.128
2011,0.496,0.407,0.551,1.123
2012,0.386,0.368,0.493,1.15
2013,0.379,0.325,0.5,1.157
2014,0.427,0.326,0.55,1.153
2015,0.46,0.414,0.612,1.144
2016,0.489,0.402,0.502,1.154
2017,0.536,0.39,0.512,1.156
2018,0.507,0.358,0.509,1.169
