Racial/Ethnic_Group,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
ASIAN,0.433,0.453,0.496,0.386,0.379,0.427,0.46,0.489,0.536,0.507
BLACK,0.388,0.377,0.407,0.368,0.325,0.326,0.414,0.402,0.39,0.358
HISPANIC,0.591,0.548,0.551,0.493,0.5,0.55,0.612,0.502,0.512,0.509
WHITE,1.123,1.128,1.123,1.15,1.157,1.153,1.144,1.154,1.156,1.169
