,ASIAN,BLACK,HISPANIC,WHITE
2009,0.41,0.356,0.839,1.277
2010,0.419,0.324,0.804,1.281
2011,0.319,0.257,0.769,1.328
2012,0.332,0.283,0.864,1.318
2013,0.357,0.285,0.611,1.345
2014,0.345,0.31,0.461,1.378
2015,0.349,0.296,0.554,1.42
2016,0.542,0.338,0.604,1.345
2017,0.433,0.355,0.604,1.39
2018,0.471,0.351,0.62,1.382
