,ASIAN,BLACK,HISPANIC,WHITE
2009,0.395,0.38,0.545,1.264
2010,0.383,0.422,0.579,1.256
2011,0.396,0.408,0.58,1.262
2012,0.406,0.393,0.557,1.267
2013,0.416,0.37,0.577,1.27
2014,0.427,0.416,0.558,1.269
2015,0.441,0.434,0.638,1.26
2016,0.487,0.387,0.551,1.273
2017,0.497,0.39,0.574,1.282
2018,0.525,0.378,0.551,1.288
