,ASIAN,BLACK,HISPANIC,WHITE
2009,0.46,0.379,1.097,1.015
2010,0.469,0.643,0.923,1.017
2011,0.306,0.0,0.957,1.025
2012,0.461,0.546,1.0,0.993
2013,0.458,0.608,0.696,1.02
2014,0.358,0.311,0.7,1.028
2015,0.361,0.393,0.494,1.029
2016,0.525,0.325,0.739,1.028
2017,0.447,0.407,0.915,1.027
2018,0.491,0.31,1.027,1.027
