,ASIAN,BLACK,HISPANIC,WHITE
2009,0.274,0.448,0.584,1.205
2010,0.278,0.465,0.654,1.199
2011,0.283,0.41,0.604,1.205
2012,0.302,0.444,0.753,1.192
2013,0.313,0.436,0.582,1.21
2014,0.333,0.504,0.592,1.205
2015,0.357,0.42,0.595,1.212
2016,0.718,0.394,0.702,1.149
2017,0.386,0.419,0.635,1.223
2018,0.425,0.401,0.49,1.238
