,ASIAN,BLACK,HISPANIC,WHITE
2009,0.3,0.466,0.909,1.06
2010,0.314,0.49,1.005,1.06
2011,0.313,0.477,0.818,1.065
2012,0.305,0.399,0.682,1.073
2013,0.322,0.407,0.805,1.072
2014,0.339,0.418,0.744,1.074
2015,0.393,0.487,0.984,1.066
2016,0.399,0.401,0.757,1.081
2017,0.388,0.372,0.655,1.091
2018,0.379,0.35,0.643,1.1
