,ASIAN,BLACK,HISPANIC,WHITE
2009,0.335,0.31,0.87,1.223
2010,0.338,0.325,0.826,1.211
2011,0.348,0.335,0.823,1.216
2012,0.338,0.307,0.73,1.254
2013,0.339,0.325,0.804,1.24
2014,0.372,0.356,0.803,1.242
2015,0.377,0.316,0.79,1.26
2016,0.405,0.293,0.752,1.279
2017,0.389,0.307,0.715,1.308
2018,0.412,0.315,0.716,1.319
