,ASIAN,BLACK,HISPANIC,WHITE
2009,0.265,0.309,1.096,1.091
2010,0.337,0.328,1.561,1.076
2011,0.336,0.389,0.812,1.098
2012,0.243,0.369,0.933,1.105
2013,0.265,0.367,0.881,1.107
2014,0.278,0.433,0.763,1.103
2015,0.271,0.445,0.639,1.115
2016,0.292,0.519,0.621,1.111
2017,0.234,0.356,0.689,1.132
2018,0.253,0.353,0.811,1.145
