,ASIAN,BLACK,HISPANIC,WHITE
2009,0.457,0.511,0.544,1.368
2010,0.493,0.612,0.609,1.345
2011,0.464,0.463,0.526,1.398
2012,0.491,0.496,0.551,1.392
2013,0.49,0.434,0.54,1.415
2014,0.5,0.449,0.535,1.429
2015,0.494,0.43,0.565,1.448
2016,0.554,0.444,0.61,1.407
2017,0.554,0.465,0.548,1.441
2018,0.579,0.508,0.567,1.444
