,ASIAN,BLACK,HISPANIC,WHITE
2009,0.317,0.313,0.537,1.294
2010,0.293,0.322,0.557,1.303
2011,0.297,0.39,0.556,1.306
2012,0.332,0.309,0.546,1.321
2013,0.326,0.271,0.568,1.347
2014,0.292,0.319,0.564,1.475
2015,0.308,0.323,0.533,1.508
2016,0.443,0.373,0.953,1.387
2017,0.312,0.368,0.549,1.643
2018,0.505,0.307,0.547,1.374
