,ASIAN,BLACK,HISPANIC,WHITE
2009,0.523,0.318,0.956,1.129
2010,0.484,0.335,0.918,1.126
2011,0.489,0.327,1.12,1.118
2012,0.379,0.387,0.947,1.126
2013,0.449,0.378,0.966,1.123
2014,0.416,0.388,0.952,1.13
2015,0.438,0.319,0.967,1.161
2016,0.488,0.333,0.687,1.151
2017,0.476,0.352,0.698,1.159
2018,0.651,0.331,0.631,1.176
