,ASIAN,BLACK,HISPANIC,WHITE
2009,0.354,0.371,0.955,1.011
2010,0.385,0.352,1.107,1.01
2011,0.35,0.38,1.01,1.015
2012,0.344,0.232,1.198,1.015
2013,0.612,0.502,0.675,1.019
2014,0.491,0.601,0.705,1.02
2015,0.606,1.91,1.738,0.954
2016,0.737,0.884,1.336,1.003
2017,0.457,0.558,1.317,1.009
2018,0.401,0.504,0.777,1.018
