,ASIAN,BLACK,HISPANIC,WHITE
2009,0.322,0.343,0.844,1.151
2010,0.32,0.339,0.894,1.147
2011,0.301,0.351,0.988,1.155
2012,0.348,0.38,0.808,1.152
2013,0.368,0.377,0.827,1.161
2014,0.372,0.385,0.773,1.168
2015,0.346,0.447,0.677,1.162
2016,0.456,0.409,0.75,1.171
2017,0.417,0.404,0.871,1.175
2018,0.379,0.495,0.779,1.177
